"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"19001","Good morning",0,FALSE,FALSE,"806471981336064000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 12:14:38 +0000 2016",NA,NA,"en",0,FALSE,NA,"733013260010717184","Pansexual Princess <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>                                
<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>ain't you ever seen a                   princess be a bad b*tch<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>",TRUE,"Wed May 18 19:15:54 +0000 2016",1059,702,5069,FALSE,NA,"<U+2744>Holly Jolly Aqua<U+2744>",NA,"en",NA,276,"aquanetta_422","US","United States","city","Indianapolis, IN",NA,NA,39.7795625,-86.1429225,NA,NA,NA,NA
"19014","I'm sleeping all day until it's time for work goodnight / good morning <ed><U+00A0><U+00BE><ed><U+00B4><U+0097><U+263A><U+FE0F> https://t.co/pgznRIaAvK",0,FALSE,FALSE,"806472001879678976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:14:43 +0000 2016",NA,NA,"en",2,FALSE,"Dallas, TX ","254349311","stop lurking we good <U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",TRUE,"Sat Feb 19 03:29:49 +0000 2011",63240,1789,1922,FALSE,NA,"Eboni <U+2763>","Central Time (US & Canada)","en",-21600,986,"_xDamnSheFine","US","United States","city","Lakeland Heights, TX",NA,NA,32.655678,-97.011168,NA,NA,NA,NA
"19032","Good morning from Neebing, west ON! Snowing -4C
How's @YourMorning @KelseyMcEwen @LindseyDeluce @AnneMarieYYZ… https://t.co/l69x9XZ9Fb",0,FALSE,TRUE,"806472028475846657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:14:49 +0000 2016",NA,NA,"en",36,FALSE,"Western Ontario","37942554","Artist (Performance, Visual) Ozbird Productions. Producing, performing, promoting & presenting the arts. Picto-Scribe of modern times.",TRUE,"Tue May 05 15:11:36 +0000 2009",8649,264,3961,FALSE,NA,"Arlene King",NA,"en",NA,450,"Northern_Ozbird","CA","Canada","city","Neebing, Ontario",NA,NA,48.166063,-89.382911,NA,NA,"https://twitter.com/imperfectelena/status/806475886174359554","https://t.co/l69x9XZ9Fb"
"19042","@TO_sportsgirl Good morning SportsGirl Yes we are and you have a amizing day Coffee Cheers <U+2615><U+2615><U+2615> https://t.co/uBEfNG1zLg",0,FALSE,FALSE,"806472036403048448","TO_sportsgirl","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 12:14:51 +0000 2016","806469320389918725","1852534999","en",27,FALSE,"Stanley, WI","1327528532","retired sports fan wisconsin sports fan MOM & Dad of a son with autism high school sports fan.camping, movies, reading fishing,,and pinterest & hockey fan",TRUE,"Thu Apr 04 18:22:01 +0000 2013",22730,740,7295,FALSE,NA,"Julie&Gene Edwardson","Central Time (US & Canada)","en",-21600,729,"geneedwardsonao","US","United States","city","Eau Claire, WI",NA,NA,44.819522,-91.509719,NA,NA,NA,NA
"19046","Good morning blessings up getting coffee on donuts gotta be in land o lakes this morning for plumbing",0,FALSE,FALSE,"806472049187229696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 12:14:54 +0000 2016",NA,NA,"en",11,FALSE,"Florida","350321285","Quarter Back K.D I Ran CRACKLEN TRIBE Studio In Grand Rapid's MI Videographer | Director & OWN W.P.W.P. T.V. Online Viral show PLUS I MC",TRUE,"Sun Aug 07 15:42:59 +0000 2011",45802,961,37,FALSE,NA,"Ken Dill","Quito","en",-18000,796,"GodRamses","US","United States","city","Tampa, FL",NA,NA,27.9965945,-82.442694,NA,NA,NA,NA
"19061","Holding on but so close to letting go.... oh yeah btw good morning friends <ed><U+00A0><U+00BC><ed><U+00BC><U+009E>",0,FALSE,FALSE,"806472057080967168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:14:56 +0000 2016",NA,NA,"en",1,FALSE,NA,"722856032842747904","RHS 17'| sc: aallyyyy16",TRUE,"Wed Apr 20 18:34:43 +0000 2016",1779,301,2303,FALSE,NA,"Ally",NA,"en",NA,385,"aallyyw","US","United States","city","Rockville, MD",NA,NA,39.087055,-77.1631025,NA,NA,NA,NA
"19077","Good Morning @Pop_Warner we are ready for another exciting day of competition here at Nationals! Come check out our… https://t.co/IO6IpARPR8",0,FALSE,TRUE,"806472074441138176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:15:00 +0000 2016",NA,NA,"en",8,FALSE,"Geneseo, NY","233972211","You want it Perfect, We make it Simple! We're dedicated to providing the Best Customer Experience possible! Cheerleading & Great Products are our Passion!",TRUE,"Tue Jan 04 15:09:06 +0000 2011",813,437,97,FALSE,"http://www.teamcheer.com","Team Cheer","Indiana (East)","en",-18000,410,"teamcheer","US","United States","poi","ESPN Wide World of Sports",NA,NA,28.33784,-81.554701,NA,NA,"https://www.instagram.com/p/BNt2Vi0hp-D/","https://t.co/IO6IpARPR8"
"19080","Good morning #Guatemala! Sun will rise in 30 minutes (local time 06:15) #Sunrise #Photo #Photography [07.12.2016]",0,FALSE,FALSE,"806472082066468864",NA,"<a href=""http://www.twitter.com/photoschedule"" rel=""nofollow"">Photo Schedule Tweeter</a>",FALSE,"Wed Dec 07 12:15:02 +0000 2016",NA,NA,"en",181,FALSE,"Finland","4567387397","We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep",TRUE,"Tue Dec 22 11:53:15 +0000 2015",287846,142,0,FALSE,"http://www.owlkeep.com","PhotoSchedule","Midway Island","en",-39600,4,"PhotoSchedule","GT","Guatemala","country","Guatemala",NA,NA,15.7724675,-90.224221,14.63333,-90.51667,NA,NA
"19087","Good morning #Easter! Sun will rise in 30 minutes (local time 07:15) #Sunrise #Photo #Photography [07.12.2016]",0,FALSE,FALSE,"806472085757366272",NA,"<a href=""http://www.twitter.com/photoschedule"" rel=""nofollow"">Photo Schedule Tweeter</a>",FALSE,"Wed Dec 07 12:15:03 +0000 2016",NA,NA,"en",181,FALSE,"Finland","4567387397","We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep",TRUE,"Tue Dec 22 11:53:15 +0000 2015",287847,142,0,FALSE,"http://www.owlkeep.com","PhotoSchedule","Midway Island","en",-39600,4,"PhotoSchedule","CL","Chile","city","Hanga Roa, Chile",NA,NA,-27.128494,-109.3412625,-27.15,-109.43333,NA,NA
"19108","Holding on but so close to letting go.... oh yeah btw good morning friends <ed><U+00A0><U+00BC><ed><U+00BC><U+009E>",0,FALSE,FALSE,"806472108771540993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:15:08 +0000 2016",NA,NA,"en",1,FALSE,NA,"722856032842747904","RHS 17'| sc: aallyyyy16",TRUE,"Wed Apr 20 18:34:43 +0000 2016",1779,301,2303,FALSE,NA,"Ally",NA,"en",NA,385,"aallyyw","US","United States","city","Rockville, MD",NA,NA,39.087055,-77.1631025,NA,NA,NA,NA
"19154","Rise &amp; Shine, time to do great things!!! Good Morning#DCMetro #GDC #firedup # alwaysready #lovewhatido
@tglover187… https://t.co/fTUj4SSWDP",0,FALSE,TRUE,"806472146402869249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 12:15:17 +0000 2016",NA,NA,"en",2,FALSE,"Virginia, USA","798975227925561344","DM for DC Metro @T-Mobile GDC
#lovewhatido thoughts are my own",TRUE,"Wed Nov 16 19:45:13 +0000 2016",28,44,51,FALSE,NA,"Jeannette Figueroa",NA,"en",NA,138,"jeafig","US","United States","poi","Starbucks",NA,NA,38.896625,-77.026807,NA,NA,"http://fb.me/5ChkwyQH3","https://t.co/fTUj4SSWDP"
"19158","@ReporterJackie  Good Morning Jackie Great Work As Always Be Safe @LARZIK",0,FALSE,FALSE,"806472154455875584","ReporterJackie","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:15:19 +0000 2016","806469681221668864","144010487","en",25,FALSE,"orlando, fl.","33469319","i was marred to the most beautiful lady i every set my eye's on. we were happy for 35 years, until god took her away from me my heart Still's Cry's.",TRUE,"Mon Apr 20 09:30:56 +0000 2009",33524,813,24365,FALSE,NA,"GARY LARZIK","Eastern Time (US & Canada)","en",-18000,2019,"LARZIK","US","United States","city","Sky Lake, FL",NA,NA,28.4615235,-81.3925335,NA,NA,NA,NA
"19169","Good morning Twitter",0,FALSE,FALSE,"806472167248580609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:15:22 +0000 2016",NA,NA,"en",3,FALSE,NA,"2222425177",NA,TRUE,"Sat Nov 30 03:57:03 +0000 2013",15862,1200,28821,FALSE,NA,"Karlito's Way",NA,"en",NA,1376,"Seauxsuccessful","US","United States","city","Atlanta, GA",NA,NA,33.7671945,-84.433106,NA,NA,NA,NA
"19179","Good morning...",0,FALSE,FALSE,"806472175276486656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:15:24 +0000 2016",NA,NA,"en",59,FALSE,"<U+0392>TRTLAND STATE ","127999781","<ed><U+00A0><U+00BD><ed><U+00B0><U+00B2><ed><U+00A0><U+00BD><ed><U+00B0><U+0089>Cortland St. Grad. <U+039B><U+03A5><U+039B> #KingOfTheFALL They say, just the howl from the lone wolf will make your body shiver, your skin bleed, and inflame your insides",TRUE,"Tue Mar 30 20:41:42 +0000 2010",200837,1381,11523,FALSE,"http://eliesmontaz.blogspot.com","WolfOfNewYork","Mountain Time (US & Canada)","en",-25200,739,"Word2MyKnicks","US","United States","city","Bronx, NY",NA,NA,40.8503475,-73.8494415,NA,NA,NA,NA
"19187","@DUKETHEMAN1 
Good morning Cuz, hope this finds you well and have a great day. God Bless All. Take care and be safe as you conquer the hump.",0,FALSE,FALSE,"806472185347002368","DUKETHEMAN1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:15:27 +0000 2016","806431375117221888","191302528","en",82,FALSE,"Desert Hills, AZ","809293261","Retired athlete Catholic Angry American Jersey boy living in the desert",TRUE,"Fri Sep 07 17:33:53 +0000 2012",27965,4252,8887,FALSE,NA,"Barnyard Blaze",NA,"en",NA,4301,"blaze8551","US","United States","city","Anthem, AZ",NA,NA,33.834852,-112.0886265,NA,NA,NA,NA
"19195","Good morning #OCNJ ! (@ Ocean City, NJ in Ocean City, NJ) https://t.co/DpQFyeGAna",0,FALSE,FALSE,"806472194985431041",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",FALSE,"Wed Dec 07 12:15:29 +0000 2016",NA,NA,"en",576,FALSE,"At Sea, Space or Main Line PA ","21975870","Jewelry trunk shows #Cruise Ships #SocialMedia & PR Co-hosts #travel Chats #NASASocial alumni #Volunteer w/heart #U2 Lover, Let's go! REALTOR Berkshire Hathaway",TRUE,"Thu Feb 26 05:08:16 +0000 2009",81072,15867,8693,FALSE,"http://Instagram.com/jkheaton","Janet Kelly Heaton","Eastern Time (US & Canada)","en",-18000,17433,"jkheaton","US","United States","city","Ocean City, NJ",NA,NA,39.25661,-74.602945,39.27794607,-74.57410655,"https://twitter.com/wsbtv/status/806460756598210560","https://t.co/DpQFyeGAna"
"19256","Good morning, Prince Avenue! #avidbookshop #avidonprince #athensga #princeave #cobbham @ Avid… https://t.co/TUXajAOZz1",0,FALSE,FALSE,"806472281895542784",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Wed Dec 07 12:15:50 +0000 2016",NA,NA,"en",403,FALSE,"Athens, GA","35558372","Fiercely independent bookshops in Athens, GA: one on #PrinceAve (706-352-2060), the other in #FivePoints (706-850-AVID). See website for info, events, & hours!",TRUE,"Sun Apr 26 20:38:23 +0000 2009",26389,8580,3270,FALSE,"http://www.avidbookshop.com/","Avid Bookshop","Quito","en",-18000,3582,"AvidBookshop","US","United States","city","Athens, GA",NA,NA,33.9563835,-83.3997795,33.96055,-83.38557,"http://fb.me/3MTL2OXaz","https://t.co/TUXajAOZz1"
"19320","Good Morning #goodmorningpost #Rsms #ooouuu @ HOT 104.1 https://t.co/jZgOtyaUWc",0,FALSE,FALSE,"806472363915100160",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Wed Dec 07 12:16:09 +0000 2016",NA,NA,"en",248,FALSE,"STL and the Eastside","25685042","@Derrtydjcnote @a_plus @boogied_ @meghanOMG @PrincessStormm @MissPoohOnAir @DJCuddy314 @DJKrisstyle @DJSirthurl @DJTab314 @DJSinamin 969-1041 618-399-1041",TRUE,"Sat Mar 21 15:23:34 +0000 2009",85562,34858,268,FALSE,"http://www.hot1041stl.com","#STLisHot 104.1","Central Time (US & Canada)","en",-21600,897,"Hot1041","US","United States","city","Olivette, MO",NA,NA,38.6733905,-90.37722,38.6727409,-90.3889313,"http://fb.me/8l64W1Xjf","https://t.co/jZgOtyaUWc"
"19406","@Wanda_justWanda Good morning Wanda!<ed><U+00A0><U+00BD><ed><U+00B8><U+0083>",0,FALSE,FALSE,"806472535231451137","Wanda_justWanda","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Wed Dec 07 12:16:50 +0000 2016","806472399709302784","383457960","en",127,FALSE,"Bay Area -  California","25780981","Alex O'Loughlin fan! #AlexOLoughlin #H50",TRUE,"Sun Mar 22 04:31:22 +0000 2009",124732,2260,59246,FALSE,"http://alavenia.blogspot.com/","Anita Lavenia","Pacific Time (US & Canada)","en",-28800,2075,"alavenia","US","United States","city","Richmond, CA",NA,NA,37.948843,-122.362414,NA,NA,NA,NA
"19434","@MikeFirstAlert good morning from Ponta Vedra beach https://t.co/MrJse1NfDs",0,FALSE,FALSE,"806472570472198145","MikeFirstAlert","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:16:58 +0000 2016",NA,"23553100","en",2,FALSE,"Jacksonville, FL","254142485","Director of Fitness Operations at Ponte Vedra Beach Resorts",TRUE,"Fri Feb 18 17:56:18 +0000 2011",97,28,138,FALSE,NA,"Roger Exum",NA,"en",NA,73,"RogerExum","US","United States","city","Jacksonville Beach, FL",NA,NA,30.27988,-81.404855,NA,NA,NA,NA
"19462","when it's early at the office and everyone just quietly whispers ""good morning"" bc it's too early to use your real voice",0,FALSE,FALSE,"806472611412738048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:17:08 +0000 2016",NA,NA,"en",9,FALSE,"minneapolis","616848981","city lover / winter spirit",TRUE,"Sun Jun 24 04:40:26 +0000 2012",5843,398,7296,FALSE,NA,"b u f f y","Eastern Time (US & Canada)","en",-18000,1227,"bufffysummersss","US","United States","city","Edina, MN",NA,NA,44.895222,-93.3606,NA,NA,NA,NA
"19472","Good morning EVO small group personal training @ TRAIN AT EVO https://t.co/tiQKmq9EBk",0,FALSE,FALSE,"806472628617756672",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Wed Dec 07 12:17:12 +0000 2016",NA,NA,"en",1,FALSE,"Birmingham, Alabama","594116727","Owner/Head Fitness Coach",TRUE,"Tue May 29 21:03:45 +0000 2012",519,337,1,FALSE,"http://www.facebook.com/trainatevo","Curtis Starks","Central Time (US & Canada)","en",-21600,447,"TRAINATEVO","US","United States","city","Birmingham, AL",NA,NA,33.5422375,-86.793917,33.51554009,-86.80606212,"http://fb.me/7I6uqgnEc","https://t.co/tiQKmq9EBk"
"19540","Hey guys good morning to everyone! @BluvosEnergy @CinchGaming @KontrolFreek @Bungie @NoScopeGlasses @CatalystMints @TriggerKingLLC",0,FALSE,FALSE,"806472720103915520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:17:34 +0000 2016",NA,NA,"en",28,FALSE,"Check out my YouTube Channel","3293854808","12k+ YouTube Subs - Violent Privilege Gaming | FAN MAIL: PO Box 3 WestValley NY 14171 | Twitch: http://www.twitch.tv/huhtrn | DONT FORGET MONTHLY GIVEAWAYS!",TRUE,"Sat Jul 25 23:27:20 +0000 2015",4955,27391,6673,FALSE,"https://m.youtube.com/channel/UC94y8WJThuyMH_uDie6c_CA","Violent Privilege",NA,"en",NA,211,"VPrivilege","US","United States","city","Springville, NY",NA,NA,42.5111085,-78.6686915,NA,NA,NA,NA
"19543","@heatherbob45 Good morning lovely Lady I think your tank is always full !! Have a great day https://t.co/0b5UDqOlle",0,FALSE,FALSE,"806472723593654272","heatherbob45","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 12:17:35 +0000 2016","806463758277156865","853418930","en",27,FALSE,"Stanley, WI","1327528532","retired sports fan wisconsin sports fan MOM & Dad of a son with autism high school sports fan.camping, movies, reading fishing,,and pinterest & hockey fan",TRUE,"Thu Apr 04 18:22:01 +0000 2013",22731,740,7295,FALSE,NA,"Julie&Gene Edwardson","Central Time (US & Canada)","en",-21600,729,"geneedwardsonao","US","United States","city","Eau Claire, WI",NA,NA,44.819522,-91.509719,NA,NA,NA,NA
"19595","Good morning (@ Pine Crest School - Boca Raton Campus in Boca Raton, FL) https://t.co/IcYYebwNDI",0,FALSE,FALSE,"806472790685650944",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",FALSE,"Wed Dec 07 12:17:51 +0000 2016",NA,NA,"en",14,FALSE,"Boca Raton, FL","1949575110","I am a working  single mom to two boys! Randall (10) and Logan (7). I would do anything in the world for them. Live life to the fullest. No Regrets.",TRUE,"Wed Oct 09 16:22:31 +0000 2013",2514,131,16,FALSE,"http://www.wims.com","Karen Muka",NA,"en",NA,45,"KarenDiva411","US","United States","city","Boca Raton, FL",NA,NA,26.3739755,-80.134986,26.37410489,-80.13630252,"https://www.instagram.com/p/BNt2oNigrFH/","https://t.co/IcYYebwNDI"
"19610","Good morning! 
.
#honduras #sunrise #sunrise_sunsets_aroundworld #sun #wednesday #centralamerica… https://t.co/zFRvcSoSuz",0,FALSE,FALSE,"806472802123452416",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Wed Dec 07 12:17:54 +0000 2016",NA,NA,"en",81,FALSE,"Colorado","30945125","I'd rather meet you in person. // Social media @compassion // Co-creator @unfilteredpod // #joyrebel",TRUE,"Mon Apr 13 20:02:57 +0000 2009",6793,1271,792,FALSE,NA,"Sam-ta Claus <ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0081><U+2744><U+FE0F>","Mountain Time (US & Canada)","en",-25200,43,"sam_hoover","HN","Honduras","country","Honduras",NA,NA,15.2011325,-86.2431935,15.5,-88.0333,"https://twitter.com/oneshadowlove/status/806479676566831105","https://t.co/zFRvcSoSuz"
"19616","@Chopper4Brad @nbcwashington Good morning! From the ground in Annandale. https://t.co/3BphnxFmu0",0,FALSE,FALSE,"806472810239500289","Chopper4Brad","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:17:56 +0000 2016","806472395213176833","246571873","en",4,FALSE,"Annandale, Va.","151004760","I Am A Friend To All Who Grace My Path. But, I Pray To God That He Twists The Ankles Of My Enemies So That I May Recognize Who They Are.",TRUE,"Wed Jun 02 11:06:35 +0000 2010",7862,205,1585,FALSE,NA,"Steven Adam","Eastern Time (US & Canada)","en",-18000,276,"StevenA54","US","United States","city","Annandale, VA",NA,NA,38.8385265,-77.209915,NA,NA,NA,NA
"19633","GOOD MORNING! Another gorgeous morning in @StPeteFL @dtstp #WTSP #LoveFL #TampaBay #Florida @VisitTampaBay https://t.co/9eiymalZLh",0,FALSE,FALSE,"806472829667569664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:18:00 +0000 2016",NA,NA,"en",173,TRUE,"St Petersburg, FL","19272161","TV News reporter @10NewsWTSP in St Pete, FL, Chicago native, Missouri School of Journalism alum, Girls On The Run Coach, dog lover.",TRUE,"Wed Jan 21 02:39:00 +0000 2009",8286,3953,1004,FALSE,"http://www.sarahhollenbeck.com","Sarah J. Hollenbeck","Eastern Time (US & Canada)","en",-18000,1777,"SarahHollenbeck","US","United States","city","St Petersburg, FL",NA,NA,27.7957195,-82.672903,NA,NA,NA,NA
"19639","Good morning thank god your ass woke up",0,FALSE,FALSE,"806472841872965633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 12:18:03 +0000 2016",NA,NA,"en",3,FALSE,NA,"926798593","RIP my brother CED! SC-Rvchhhomie",TRUE,"Mon Nov 05 03:52:20 +0000 2012",50879,659,14611,FALSE,NA,"<ed><U+00A0><U+00BC><ed><U+00BF><U+0084><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> RVCH_THEGODSON","Eastern Time (US & Canada)","en",-18000,543,"RVCHH","US","United States","city","Manhattan, NY",NA,NA,40.780709,-73.9685415,NA,NA,NA,NA
"19679","Good morning Lovelies. It's Wednesday.",0,FALSE,FALSE,"806472890753359873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 12:18:15 +0000 2016",NA,NA,"en",14,FALSE,"Toronto, Ontario","101556642","Professional 2D artist and illustrator.",TRUE,"Sun Jan 03 19:47:23 +0000 2010",1659,253,327,FALSE,"http://www.firecatrich.com","FireCatRich<ed><U+00A0><U+00BD><ed><U+00B0><U+0085>",NA,"en",NA,165,"firecatrich","CA","Canada","city","Toronto, Ontario",NA,NA,43.629311,-79.2725695,NA,NA,NA,NA
